CustomerID,Age,Tenure_Months,ContractType,InternetService,TechSupport,PaymentMethod,MonthlyCharges,TotalCharges,NumSupportCalls,Churn
CUST2709,20.0,55,Month-to-month,DSL,No,Electronic check,71.49,4015.52,2,Yes
CUST1953,63.0,51,Month-to-month,No,No,Bank transfer,59.72,2929.17,5,Yes
CUST2946,32.0,0,One year,Fiber optic,Yes,Mailed check,88.09,5.13,4,Yes
CUST1715,56.0,36,Two year,DSL,No,Bank transfer,81.97,2913.05,3,No
CUST2912,39.0,26,One year,Fiber optic,Yes,Bank transfer,85.65,2200.38,3,No
CUST2257,63.0,50,Month-to-month,Fiber optic,No,Bank transfer,67.08,3335.84,1,Yes
CUST1097,58.0,2,Two year,No,Yes,Mailed check,46.26,115.84,2,No
CUST2361,47.0,28,Month-to-month,DSL,No,Electronic check,58.2,1635.31,3,Yes
CUST2073,23.0,38,Month-to-month,No,No,Bank transfer,81.28,20044.093282900554,1,No
CUST1765,25.0,37,One year,DSL,No,Credit card,76.94,2847.09,3,Yes
CUST1139,52.0,68,One year,Fiber optic,No,Mailed check,37.96,2526.07,2,No
CUST1802,67.0,62,One year,DSL,No,Electronic check,98.26,6048.51,2,Yes
CUST1936,49.0,67,Month-to-month,DSL,Yes,Credit card,75.99,5052.54,3,No
CUST2892,51.0,56,Month-to-month,DSL,No,Electronic check,35.46,1997.04,1,Yes
CUST2438,38.0,18,One year,DSL,Yes,Credit card,78.29,1487.46,2,Yes
CUST2489,63.0,8,Month-to-month,DSL,No,Electronic check,18.0,151.67,0,Yes
CUST2329,69.0,68,One year,DSL,Yes,Credit card,50.85,3494.83,7,No
CUST2666,32.0,28,Two year,DSL,Yes,Credit card,61.47,1674.85,4,Yes
CUST2653,41.0,12,One year,DSL,No,Credit card,58.38,695.3,2,Yes
CUST1128,65.0,17,Month-to-month,Fiber optic,No,Credit card,96.21,1590.93,2,Yes
CUST1691,54.0,38,Month-to-month,Fiber optic,Yes,Credit card,55.37,2153.07,1,Yes
CUST1885,,36,Month-to-month,No,No,Electronic check,93.31,3326.48,0,Yes
CUST2231,46.0,60,One year,No,No,Bank transfer,72.94,4353.07,2,No
CUST2770,41.0,55,Month-to-month,Fiber optic,No,Credit card,39.57,2151.25,1,No
CUST1522,29.0,59,Month-to-month,No,No,Electronic check,133.38,7854.53,4,Yes
CUST1264,36.0,18,Two year,No,No,Bank transfer,107.6,1918.88,2,No
CUST2159,43.0,19,Month-to-month,Fiber optic,No,Electronic check,41.92,852.43,2,Yes
CUST2436,50.0,44,One year,Fiber optic,Yes,Mailed check,82.44,3638.98,1,No
CUST2591,54.0,32,Month-to-month,Fiber optic,Yes,Credit card,84.65,2691.67,1,No
CUST1631,65.0,50,Month-to-month,Fiber optic,No,Bank transfer,79.55,3982.83,2,No
CUST1498,62.0,34,Month-to-month,DSL,No,Bank transfer,116.57,3929.52,2,Yes
CUST2980,41.0,39,Month-to-month,DSL,No,Mailed check,28.84,1010.94,1,Yes
CUST2363,66.0,46,One year,Fiber optic,No,Mailed check,80.77,3730.41,2,No
CUST2660,60.0,24,Two year,Fiber optic,No,Mailed check,100.85,2474.1,1,No
CUST2152,47.0,18,Month-to-month,DSL,No,Mailed check,117.89,2173.88,0,No
CUST1432,37.0,35,One year,DSL,No,Credit card,55.07,1913.63,1,No
CUST2158,31.0,37,Two year,DSL,No,Bank transfer,74.46,2826.7,2,No
CUST2240,68.0,48,Month-to-month,Fiber optic,No,Electronic check,19.99,957.84,0,No
CUST1068,21.0,3,One year,DSL,Yes,Mailed check,65.29,245.58,3,No
CUST1935,46.0,25,One year,Fiber optic,No,Credit card,30.49,789.89,4,No
CUST2039,69.0,47,One year,Fiber optic,No,Bank transfer,90.23,4260.25,2,Yes
CUST2199,46.0,19,One year,Fiber optic,Yes,Mailed check,91.28,1757.02,1,Yes
CUST2853,48.0,39,Month-to-month,Fiber optic,No,Credit card,71.24,2744.64,1,Yes
CUST1573,46.0,20,Month-to-month,DSL,No,Electronic check,79.72,1595.76,2,Yes
CUST1334,50.0,67,One year,DSL,Yes,Mailed check,60.72,4127.73,1,No
CUST1338,38.0,43,Month-to-month,Fiber optic,No,Mailed check,52.53,2213.18,1,Yes
CUST2343,34.0,3,Month-to-month,Fiber optic,No,Credit card,77.8,274.71,2,Yes
CUST1664,31.0,20,One year,No,No,Electronic check,72.07,1328.53,5,No
CUST1383,41.0,34,Two year,No,No,Bank transfer,71.61,2477.67,2,No
CUST2814,22.0,26,Two year,No,Yes,Bank transfer,83.69,2230.48,2,No
CUST1055,37.0,60,Two year,DSL,No,Mailed check,60.78,3671.35,1,No
CUST2643,47.0,12,One year,Fiber optic,No,Credit card,97.69,1146.7,0,No
CUST1971,18.0,47,One year,No,No,Credit card,71.47,3318.59,5,Yes
CUST1699,69.0,45,Month-to-month,No,No,Electronic check,57.25,2624.09,1,Yes
CUST2535,53.0,22,Month-to-month,Fiber optic,No,Bank transfer,60.03,1343.89,1,No
CUST1721,37.0,22,Month-to-month,Fiber optic,No,Credit card,96.67,2149.45,2,Yes
CUST2682,51.0,5,One year,Fiber optic,No,Credit card,107.66,502.31,2,Yes
CUST1170,46.0,0,Month-to-month,DSL,No,Bank transfer,82.94,16.42,5,Yes
CUST2150,54.0,46,One year,Fiber optic,Yes,Bank transfer,74.49,3386.83,5,Yes
CUST1956,31.0,42,Month-to-month,DSL,No,Credit card,87.96,3654.32,0,Yes
CUST1326,35.0,70,Month-to-month,DSL,No,Bank transfer,26.28,1819.84,0,No
CUST1503,39.0,24,One year,Fiber optic,Yes,Bank transfer,81.43,1957.46,3,No
CUST2836,45.0,64,Month-to-month,Fiber optic,No,Electronic check,69.87,4421.27,3,No
CUST1409,19.0,59,Two year,DSL,No,Bank transfer,97.28,5724.93,3,Yes
CUST2413,45.0,69,One year,Fiber optic,Yes,Mailed check,72.49,4949.2,2,No
CUST1297,29.0,46,Month-to-month,Fiber optic,No,Mailed check,53.78,2542.1,3,Yes
CUST1892,69.0,18,Two year,DSL,No,Electronic check,39.99,670.6,3,No
CUST1829,22.0,68,One year,No,Yes,Mailed check,90.45,6111.29,1,No
CUST2940,21.0,50,Two year,DSL,No,Electronic check,76.99,3891.15,3,No
CUST1840,34.0,0,Month-to-month,Fiber optic,No,Electronic check,93.45,14.51,1,Yes
CUST2087,23.0,39,Two year,Fiber optic,No,Mailed check,53.5,2096.39,0,Yes
CUST1734,23.0,3,One year,DSL,No,Bank transfer,52.38,162.28,2,No
CUST1671,28.0,15,Month-to-month,DSL,No,Mailed check,105.64,1477.21,2,No
CUST1648,36.0,4,One year,No,No,Mailed check,37.5,199.63,1,No
CUST1442,45.0,16,Two year,Fiber optic,No,Bank transfer,30.48,454.4,1,No
CUST2684,30.0,24,Two year,Fiber optic,Yes,Electronic check,64.22,1552.9,3,Yes
CUST2542,28.0,19,One year,Fiber optic,No,Bank transfer,46.41,859.72,2,No
CUST2971,22.0,32,One year,DSL,,Mailed check,67.87,2198.72,7,Yes
CUST1716,20.0,60,Month-to-month,Fiber optic,Yes,Electronic check,139.76,8460.56,3,No
CUST1718,30.0,2,Month-to-month,Fiber optic,Yes,Electronic check,68.69,111.31,1,Yes
CUST1531,47.0,5,Month-to-month,DSL,No,Mailed check,113.92,621.16,2,Yes
CUST1407,39.0,59,Month-to-month,DSL,No,Mailed check,66.69,3858.59,0,No
CUST1199,56.0,42,Month-to-month,DSL,Yes,Mailed check,56.1,2347.05,2,Yes
CUST1473,57.0,54,Two year,DSL,Yes,Credit card,77.79,4294.4,4,No
CUST2267,57.0,37,Month-to-month,Fiber optic,No,Electronic check,19.83,769.36,2,Yes
CUST2205,53.0,8,One year,Fiber optic,No,Mailed check,60.7,441.35,3,Yes
CUST1828,34.0,25,One year,Fiber optic,No,Mailed check,89.07,2258.55,1,No
CUST1216,66.0,7,One year,DSL,No,Credit card,88.08,582.03,4,No
CUST1253,28.0,69,Month-to-month,DSL,No,Electronic check,61.4,4247.44,2,No
CUST1152,32.0,64,Month-to-month,Fiber optic,No,Electronic check,40.6,2601.46,2,Yes
CUST2276,,54,One year,Fiber optic,Yes,Credit card,85.73,4603.71,1,No
CUST2090,36.0,21,Month-to-month,No,Yes,Credit card,87.79,1784.64,1,No
CUST1930,42.0,63,Month-to-month,DSL,Yes,Electronic check,95.12,6049.97,2,No
CUST2256,43.0,65,Two year,No,Yes,Mailed check,69.12,4448.52,1,No
CUST2444,35.0,12,Month-to-month,Fiber optic,Yes,Credit card,22.32,226.21,1,No
CUST2338,45.0,68,Month-to-month,Fiber optic,Yes,Bank transfer,87.62,6011.67,1,No
CUST2767,67.0,15,Month-to-month,Fiber optic,No,Credit card,111.06,,2,Yes
CUST2614,29.0,46,Month-to-month,Fiber optic,No,Credit card,29.8,1321.67,5,Yes
CUST2885,23.0,52,Month-to-month,Fiber optic,No,Electronic check,21.73,1094.49,1,No
CUST1530,50.0,62,Month-to-month,DSL,No,Mailed check,72.38,4507.25,5,No
CUST2403,18.0,46,Month-to-month,DSL,No,Mailed check,91.9,4186.9,5,Yes
CUST2298,18.0,40,Month-to-month,DSL,No,Credit card,29.31,1228.8,3,No
CUST1240,49.0,61,Month-to-month,Fiber optic,No,Credit card,89.86,5416.35,2,Yes
CUST2010,39.0,24,Month-to-month,DSL,No,Bank transfer,89.91,2299.21,1,Yes
CUST2743,37.0,49,Month-to-month,Fiber optic,No,Electronic check,58.61,2777.86,5,No
CUST1187,47.0,25,Month-to-month,DSL,Yes,Bank transfer,68.75,1719.7,1,Yes
CUST1246,55.0,40,Month-to-month,DSL,Yes,Credit card,27.9,1192.18,2,Yes
CUST1905,34.0,57,Month-to-month,DSL,Yes,Electronic check,110.28,,2,Yes
CUST2820,49.0,19,One year,Fiber optic,No,Mailed check,68.73,1296.06,2,No
CUST2044,54.0,14,Month-to-month,DSL,No,Electronic check,91.81,1375.2,1,Yes
CUST1901,22.0,23,Month-to-month,No,Yes,Credit card,64.85,1545.02,2,Yes
CUST1692,55.0,11,Month-to-month,No,No,Bank transfer,94.66,1045.6,0,Yes
CUST1302,58.0,14,One year,No,Yes,Credit card,86.21,1201.06,6,No
CUST1283,40.0,24,One year,Fiber optic,No,Bank transfer,107.26,2583.06,1,Yes
CUST1898,59.0,67,One year,No,No,Credit card,75.27,5037.41,1,No
CUST1505,20.0,32,One year,Fiber optic,No,Credit card,74.77,2337.98,3,No
CUST2931,49.0,9,Month-to-month,Fiber optic,Yes,Electronic check,53.0,541.39,1,Yes
CUST1321,65.0,3,Month-to-month,No,No,Credit card,54.66,154.47,1,Yes
CUST2478,34.0,36,Month-to-month,Fiber optic,Yes,Bank transfer,69.7,2595.31,2,Yes
CUST2261,30.0,38,One year,No,Yes,Bank transfer,40.39,1477.55,0,No
CUST2167,25.0,21,Two year,Fiber optic,No,Mailed check,80.18,1704.36,2,No
CUST1621,66.0,59,One year,Fiber optic,No,Credit card,39.48,2339.95,3,No
CUST2913,43.0,50,Month-to-month,Fiber optic,No,Electronic check,79.7,3885.61,0,No
CUST2916,31.0,38,Month-to-month,No,Yes,Bank transfer,61.33,2390.96,2,Yes
CUST1122,24.0,5,One year,DSL,No,Credit card,61.91,301.33,2,No
CUST2988,63.0,18,Month-to-month,DSL,No,Electronic check,52.61,905.81,0,Yes
CUST1510,54.0,51,One year,DSL,No,Credit card,27.75,1408.88,1,No
CUST1280,45.0,69,Month-to-month,Fiber optic,No,Electronic check,55.49,3815.72,2,Yes
CUST2750,51.0,68,Two year,DSL,No,Credit card,109.71,7427.84,5,No
CUST2731,23.0,51,One year,Fiber optic,Yes,Credit card,98.4,5049.09,3,No
CUST2388,20.0,50,Month-to-month,Fiber optic,No,Bank transfer,105.83,5341.44,3,Yes
CUST1993,40.0,10,Month-to-month,Fiber optic,Yes,Electronic check,99.24,998.39,1,Yes
CUST2033,61.0,40,Month-to-month,Fiber optic,Yes,Mailed check,92.33,3635.15,0,Yes
CUST2186,68.0,39,Month-to-month,DSL,Yes,Electronic check,86.13,3461.63,3,No
CUST1677,61.0,16,One year,Fiber optic,Yes,Electronic check,116.28,1821.44,0,No
CUST1518,47.0,67,Month-to-month,Fiber optic,No,Mailed check,29.6,2006.58,3,Yes
CUST2350,57.0,5,Two year,Fiber optic,No,Credit card,129.71,657.88,2,Yes
CUST2511,40.0,12,Month-to-month,No,Yes,Electronic check,56.6,737.87,3,Yes
CUST1067,57.0,6,One year,Fiber optic,Yes,Electronic check,96.76,564.33,3,Yes
CUST1332,58.0,55,Month-to-month,Fiber optic,No,Credit card,101.23,5585.57,6,Yes
CUST1568,,4,Month-to-month,DSL,No,Credit card,37.94,102.33,1,Yes
CUST2173,55.0,0,Month-to-month,No,Yes,Mailed check,75.48,5.9,1,Yes
CUST2198,64.0,42,Month-to-month,No,No,Mailed check,61.89,2596.24,2,Yes
CUST2433,24.0,34,One year,Fiber optic,Yes,Mailed check,61.52,2050.46,2,Yes
CUST2074,66.0,8,Month-to-month,DSL,No,Credit card,77.84,645.25,4,Yes
CUST1472,52.0,67,One year,DSL,No,Credit card,34.68,2342.24,2,No
CUST2510,29.0,65,One year,DSL,Yes,Electronic check,46.18,2962.22,3,No
CUST1511,39.0,2,Two year,Fiber optic,,Mailed check,67.41,99.62,1,No
CUST1477,67.0,42,One year,No,Yes,Bank transfer,64.35,2648.05,1,Yes
CUST2427,54.0,50,One year,Fiber optic,No,Credit card,74.36,3671.81,2,No
CUST2401,46.0,53,One year,Fiber optic,No,Electronic check,63.64,3492.96,6,No
CUST1318,57.0,17,One year,No,No,Mailed check,74.65,1300.43,0,No
CUST1955,66.0,49,Month-to-month,DSL,Yes,Credit card,90.87,4476.26,2,Yes
CUST2719,18.0,25,Month-to-month,Fiber optic,No,Credit card,69.03,1667.21,3,No
CUST2201,69.0,48,Month-to-month,Fiber optic,No,Electronic check,18.0,801.57,1,No
CUST1581,52.0,44,Month-to-month,No,No,Bank transfer,58.57,2524.25,0,Yes
CUST1132,52.0,25,Month-to-month,No,No,Bank transfer,66.54,1682.04,4,No
CUST2725,41.0,71,Two year,No,No,Mailed check,78.02,5560.88,1,Yes
CUST2005,45.0,26,Month-to-month,DSL,No,Bank transfer,99.3,2515.96,3,Yes
CUST2939,46.0,62,Two year,DSL,Yes,Bank transfer,139.61,8724.9,2,No
CUST2790,42.0,64,Two year,Fiber optic,No,Electronic check,84.35,5478.9,3,No
CUST2952,19.0,12,Month-to-month,Fiber optic,Yes,Bank transfer,45.71,539.76,2,Yes
CUST1368,65.0,32,Two year,DSL,Yes,Electronic check,84.71,2696.86,0,No
CUST1732,50.0,2,Month-to-month,DSL,No,Credit card,87.0,155.19,3,Yes
CUST2210,44.0,20,Month-to-month,No,No,Bank transfer,105.25,2059.08,1,Yes
CUST1125,29.0,57,Month-to-month,DSL,Yes,Mailed check,70.53,3993.37,4,No
CUST1857,25.0,34,Month-to-month,Fiber optic,Yes,Electronic check,18.67,612.57,2,Yes
CUST2041,51.0,16,Month-to-month,Fiber optic,No,Electronic check,66.45,1039.13,0,No
CUST1256,50.0,0,One year,No,No,Credit card,81.63,43.96,3,No
CUST2969,23.0,34,Month-to-month,Fiber optic,No,Credit card,89.16,3034.32,1,Yes
CUST2548,51.0,23,Month-to-month,Fiber optic,No,Credit card,18.0,455.99,0,Yes
CUST1289,33.0,14,Month-to-month,DSL,Yes,Electronic check,56.01,704.29,1,No
CUST2283,46.0,37,Month-to-month,DSL,No,Electronic check,82.54,3008.71,0,Yes
CUST1777,45.0,57,One year,No,No,Bank transfer,50.03,,0,No
CUST1081,48.0,44,Month-to-month,DSL,Yes,Credit card,18.97,836.4,2,Yes
CUST1053,43.0,43,One year,Fiber optic,No,Mailed check,76.69,3364.95,2,No
CUST2599,33.0,32,Two year,DSL,No,Mailed check,86.72,2799.19,1,No
CUST2479,31.0,12,Month-to-month,Fiber optic,No,Electronic check,64.87,,1,Yes
CUST1557,29.0,51,Month-to-month,Fiber optic,Yes,Credit card,58.8,2950.91,2,No
CUST1040,20.0,32,One year,Fiber optic,No,Bank transfer,41.76,1321.77,1,Yes
CUST2714,21.0,21,Two year,DSL,Yes,Electronic check,101.74,2147.99,3,No
CUST1261,20.0,70,Two year,DSL,No,Mailed check,40.22,2720.7,2,No
CUST1992,64.0,11,One year,DSL,No,Credit card,61.1,614.94,4,No
CUST1912,23.0,69,Month-to-month,DSL,No,Mailed check,18.0,1189.65,2,No
CUST1083,32.0,54,One year,Fiber optic,No,Bank transfer,106.04,5690.96,1,No
CUST2121,54.0,40,Month-to-month,No,Yes,Mailed check,88.18,,3,Yes
CUST1447,39.0,15,Two year,Fiber optic,No,Mailed check,65.54,997.94,2,Yes
CUST2553,50.0,58,Two year,Fiber optic,No,Electronic check,41.83,2441.03,5,No
CUST1824,38.0,18,Two year,DSL,No,Electronic check,67.49,1188.92,0,No
CUST1030,66.0,40,Two year,DSL,No,Bank transfer,75.67,3022.32,1,No
CUST1513,31.0,5,One year,No,No,Bank transfer,76.27,379.95,1,Yes
CUST2081,25.0,71,Month-to-month,Fiber optic,No,Mailed check,59.65,4274.72,2,No
CUST2297,40.0,43,Month-to-month,Fiber optic,No,Mailed check,27.75,1235.77,4,Yes
CUST2675,33.0,26,Two year,DSL,No,Mailed check,100.13,2570.72,1,Yes
CUST2022,62.0,65,Month-to-month,DSL,Yes,Electronic check,31.75,1986.22,4,No
CUST2221,48.0,10,Month-to-month,DSL,Yes,Electronic check,53.69,461.66,3,No
CUST2305,26.0,23,Month-to-month,Fiber optic,No,Mailed check,66.73,1499.53,1,Yes
CUST2593,66.0,54,One year,DSL,Yes,Mailed check,22.68,1193.86,3,No
CUST2588,51.0,16,One year,Fiber optic,,Electronic check,100.41,1589.86,1,Yes
CUST1856,48.0,6,Month-to-month,Fiber optic,No,Bank transfer,44.13,205.87,2,Yes
CUST2834,33.0,40,Month-to-month,Fiber optic,No,Electronic check,49.69,1985.89,0,Yes
CUST2874,44.0,35,Month-to-month,Fiber optic,No,Credit card,39.93,1359.16,2,No
CUST1048,21.0,21,One year,DSL,Yes,Mailed check,59.38,1311.96,3,No
CUST2996,67.0,56,Month-to-month,DSL,Yes,Mailed check,44.64,2605.17,2,No
CUST2855,59.0,20,One year,Fiber optic,Yes,Electronic check,56.01,1061.83,1,No
CUST1467,62.0,66,One year,DSL,Yes,Bank transfer,69.91,4648.68,1,No
CUST1153,43.0,39,One year,DSL,Yes,Bank transfer,89.26,3477.32,2,No
CUST2950,69.0,33,Month-to-month,Fiber optic,No,Bank transfer,71.22,2288.62,0,Yes
CUST2961,61.0,63,Month-to-month,Fiber optic,No,Bank transfer,66.09,4115.6,0,Yes
CUST1394,50.0,67,One year,DSL,Yes,Bank transfer,88.98,5958.72,2,Yes
CUST1123,26.0,38,One year,DSL,Yes,Bank transfer,100.01,3884.7,3,Yes
CUST1355,62.0,67,Month-to-month,DSL,,Bank transfer,77.36,5257.96,0,No
CUST1134,57.0,41,Two year,DSL,No,Electronic check,97.07,3980.27,2,Yes
CUST1268,37.0,34,One year,Fiber optic,Yes,Credit card,61.77,2107.18,2,No
CUST1385,66.0,17,Two year,Fiber optic,Yes,Credit card,48.56,814.02,4,Yes
CUST1609,52.0,28,Month-to-month,Fiber optic,No,Electronic check,69.95,1916.58,1,Yes
CUST1220,56.0,33,Month-to-month,DSL,No,Credit card,55.67,1859.53,1,Yes
CUST1041,54.0,39,Month-to-month,DSL,Yes,Mailed check,70.94,2719.14,1,No
CUST1219,29.0,46,Month-to-month,Fiber optic,No,Bank transfer,69.9,3193.13,2,Yes
CUST1597,28.0,41,Month-to-month,DSL,Yes,Bank transfer,32.55,1379.0,2,No
CUST2844,59.0,50,Month-to-month,Fiber optic,No,Credit card,93.91,4685.58,1,No
CUST2247,37.0,18,Two year,No,No,Mailed check,67.92,1238.49,1,No
CUST1680,24.0,54,One year,DSL,No,Bank transfer,76.26,4196.89,2,No
CUST2082,43.0,61,One year,DSL,No,Credit card,79.79,4813.17,2,No
CUST2908,39.0,49,Month-to-month,DSL,Yes,Bank transfer,77.25,3834.5,2,No
CUST1858,56.0,54,Month-to-month,DSL,Yes,Electronic check,108.89,5811.94,1,Yes
CUST1541,36.0,1,Two year,Fiber optic,No,Electronic check,74.32,19.72,3,No
CUST2050,65.0,39,Month-to-month,Fiber optic,No,Electronic check,45.2,1750.38,1,Yes
CUST2581,67.0,50,Month-to-month,Fiber optic,No,Mailed check,73.23,3620.31,0,No
CUST2368,57.0,36,One year,DSL,No,Bank transfer,85.23,3089.28,6,Yes
CUST2882,62.0,52,Month-to-month,No,Yes,Credit card,82.14,4246.25,2,No
CUST2078,19.0,45,Month-to-month,DSL,No,Credit card,72.97,3276.23,1,Yes
CUST2131,48.0,49,Month-to-month,Fiber optic,Yes,Bank transfer,106.45,5270.23,0,No
CUST2699,64.0,58,Two year,DSL,No,Bank transfer,100.99,5815.08,0,No
CUST1997,62.0,62,Month-to-month,Fiber optic,Yes,Credit card,32.85,2129.32,3,No
CUST2475,34.0,36,Month-to-month,Fiber optic,Yes,Credit card,59.42,2161.67,0,Yes
CUST2578,56.0,43,Month-to-month,No,Yes,Credit card,99.08,4235.5,1,Yes
CUST2823,20.0,17,One year,Fiber optic,No,Mailed check,479.35080355863164,1391.96,1,Yes
CUST2787,46.0,7,Two year,DSL,No,Electronic check,76.85,576.17,2,Yes
CUST2575,57.0,8,Two year,No,Yes,Electronic check,72.18,565.65,3,No
CUST2822,68.0,16,One year,DSL,No,Mailed check,49.11,769.24,0,Yes
CUST1981,45.0,39,Month-to-month,DSL,No,Bank transfer,87.6,3403.77,2,Yes
CUST2419,41.0,69,Month-to-month,DSL,No,Credit card,76.03,5200.91,1,No
CUST2454,40.0,63,One year,DSL,No,Bank transfer,72.59,4505.54,2,No
CUST1336,50.0,53,One year,Fiber optic,Yes,Credit card,85.94,4575.48,1,No
CUST1232,54.0,32,Month-to-month,No,Yes,Bank transfer,74.89,2407.4,2,Yes
CUST2008,34.0,2,Month-to-month,Fiber optic,No,Electronic check,55.74,77.34,2,Yes
CUST2423,60.0,22,Month-to-month,Fiber optic,No,Electronic check,106.61,2346.91,5,Yes
CUST1158,56.0,46,Month-to-month,No,No,Bank transfer,82.78,3868.08,1,Yes
CUST1468,49.0,51,Month-to-month,DSL,Yes,Credit card,44.25,2167.98,0,No
CUST1882,51.0,25,Month-to-month,DSL,No,Electronic check,103.92,2693.76,5,Yes
CUST2619,43.0,30,Two year,Fiber optic,No,Bank transfer,63.01,1790.89,0,No
CUST2034,36.0,50,Month-to-month,No,No,Electronic check,76.55,3747.56,2,No
CUST2132,66.0,20,Month-to-month,Fiber optic,Yes,Bank transfer,21.27,389.02,1,No
CUST2126,32.0,29,One year,Fiber optic,No,Mailed check,57.48,1699.46,1,Yes
CUST1585,25.0,10,Two year,No,No,Electronic check,70.49,734.04,1,Yes
CUST1205,50.0,42,Month-to-month,No,No,Electronic check,63.68,2625.39,1,Yes
CUST1003,32.0,23,One year,Fiber optic,No,Electronic check,66.19,1591.23,2,No
CUST1887,47.0,20,Month-to-month,Fiber optic,No,Mailed check,63.69,1224.15,1,Yes
CUST2785,20.0,65,One year,Fiber optic,Yes,Mailed check,92.99,6125.69,1,Yes
CUST2447,64.0,30,One year,DSL,No,Electronic check,80.65,2474.17,1,No
CUST2845,,20,Two year,Fiber optic,No,Credit card,106.99,2143.0,2,No
CUST2149,58.0,45,Month-to-month,Fiber optic,No,Mailed check,89.14,3884.15,3,No
CUST2109,67.0,8,Month-to-month,DSL,Yes,Electronic check,27.76,246.63,2,Yes
CUST1693,36.0,46,Month-to-month,No,No,Credit card,80.39,3786.81,0,Yes
CUST2673,35.0,46,Month-to-month,Fiber optic,No,Bank transfer,79.16,3582.36,1,Yes
CUST2654,52.0,36,One year,DSL,No,Bank transfer,81.82,2887.81,2,Yes
CUST1714,36.0,42,Month-to-month,No,Yes,Bank transfer,91.53,3894.03,0,Yes
CUST1951,29.0,5,Month-to-month,DSL,No,Electronic check,86.94,491.73,2,Yes
CUST2583,61.0,48,Month-to-month,Fiber optic,No,Mailed check,85.53,4077.29,2,Yes
CUST2699,64.0,58,Two year,DSL,No,Bank transfer,100.99,5815.08,0,No
CUST1883,55.0,13,Month-to-month,DSL,No,Bank transfer,103.46,1336.16,1,No
CUST2644,69.0,56,One year,DSL,No,Bank transfer,85.56,4806.58,2,No
CUST2620,64.0,1,Month-to-month,Fiber optic,No,Credit card,46.44,74.85,4,Yes
CUST2113,27.0,13,Two year,Fiber optic,Yes,Bank transfer,127.81,1618.37,0,Yes
CUST2203,56.0,61,Month-to-month,Fiber optic,No,Electronic check,84.98,5199.6,0,Yes
CUST2062,54.0,24,Month-to-month,Fiber optic,Yes,Electronic check,115.35,2830.35,1,Yes
CUST1157,49.0,22,One year,No,Yes,Mailed check,60.17,1357.19,1,No
CUST2056,41.0,0,Month-to-month,Fiber optic,No,Credit card,70.96,0.0,2,Yes
CUST1523,33.0,11,Two year,DSL,Yes,Credit card,67.92,716.32,4,Yes
CUST1462,61.0,35,Month-to-month,Fiber optic,No,Credit card,138.47,4891.33,1,Yes
CUST1652,52.0,37,Month-to-month,DSL,Yes,Bank transfer,94.09,3531.12,1,No
CUST1160,69.0,10,Month-to-month,DSL,No,Bank transfer,91.63,,1,Yes
CUST1305,65.0,12,Month-to-month,No,No,Mailed check,28.86,306.85,3,No
CUST1656,38.0,49,Month-to-month,Fiber optic,No,Electronic check,47.5,2307.26,1,Yes
CUST1547,33.0,20,Month-to-month,DSL,No,Credit card,72.25,1375.36,2,Yes
CUST1713,43.0,21,Month-to-month,DSL,No,Bank transfer,56.3,1060.43,1,No
CUST1395,20.0,41,Two year,Fiber optic,No,Bank transfer,54.79,2256.91,5,Yes
CUST1783,26.0,18,Month-to-month,DSL,No,Electronic check,81.37,1471.99,1,No
CUST1399,48.0,35,Two year,Fiber optic,No,Credit card,97.79,3375.89,1,Yes
CUST1798,42.0,44,Month-to-month,DSL,No,Bank transfer,65.06,2843.76,0,No
CUST1618,49.0,71,Month-to-month,Fiber optic,Yes,Electronic check,96.25,6776.4,3,Yes
CUST2543,53.0,31,Month-to-month,Fiber optic,No,Bank transfer,104.57,3288.16,0,No
CUST1508,33.0,64,Month-to-month,Fiber optic,No,Bank transfer,62.74,4005.0,1,Yes
CUST2375,67.0,41,Month-to-month,DSL,Yes,Mailed check,59.31,2435.11,2,No
CUST1736,62.0,9,Month-to-month,Fiber optic,Yes,Mailed check,75.66,624.28,2,Yes
CUST2168,56.0,44,Two year,DSL,Yes,Credit card,99.27,4358.35,3,No
CUST2676,62.0,52,Month-to-month,DSL,No,Mailed check,42.77,2286.68,2,Yes
CUST1985,19.0,31,One year,Fiber optic,No,Bank transfer,37.77,1213.15,1,No
CUST1867,47.0,56,Month-to-month,Fiber optic,No,Credit card,33.5,1897.74,1,Yes
CUST1459,50.0,15,Two year,Fiber optic,Yes,Credit card,47.21,760.1,2,No
CUST2336,39.0,3,Two year,Fiber optic,No,Bank transfer,51.0,184.96,2,Yes
CUST1062,52.0,7,One year,No,,Mailed check,58.58,360.89,2,No
CUST2831,23.0,19,Month-to-month,Fiber optic,No,Mailed check,106.66,1993.7,0,Yes
CUST1871,64.0,32,Month-to-month,Fiber optic,No,Credit card,59.71,1936.05,0,Yes
CUST2884,65.0,68,Month-to-month,No,No,Credit card,117.22,8063.95,1,Yes
CUST2710,62.0,49,Two year,DSL,No,Bank transfer,99.42,4925.77,6,Yes
CUST1457,60.0,31,One year,Fiber optic,No,Credit card,120.22,3718.02,3,Yes
CUST1954,51.0,22,Two year,Fiber optic,No,Bank transfer,57.15,1242.7,1,Yes
CUST1478,59.0,14,Two year,No,No,Bank transfer,82.2,1121.56,0,No
CUST2347,37.0,63,Month-to-month,DSL,No,Mailed check,27.3,1747.67,2,No
